timestamp,FP1,FP2,F7,F3,F4,F8,T3/T7,C3,C4,T4/T8,T5/P7,P3,P4,T6/P8,O1,O2,Aux1,Aux2,Aux3,
BEGIN1
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
1609801408,2222.903,3359.311,2490.744,3732.384,7769.689,4726.991,2724.164,-7193.708,-8759.604,-1630.381,-1737.11,-9075.456,-6467.209,-2397.806,-6364.771,-7756.078,0.05,0.8940001,0.438
