timestamp,FP1,FP2,F7,F3,F4,F8,T3/T7,C3,C4,T4/T8,T5/P7,P3,P4,T6/P8,O1,O2,Aux1,Aux2,Aux3,
BEGIN1
1609799818
1609799818
1609799818
1609799818
1609799818
1609799818
1609799818
1609799818
1609799818
1609799818
1609799818
1609799818
1609799818
1609799818
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799819
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799820
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799821
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799822
1609799823
1609799823
1609799823
1609799823
1609799823
1609799823
1609799823
1609799823
1609799823
1609799823
1609799823
